,title,link,date_published,text,like_count,reply_parent_id,source,cleaned_text
816,Ok QUE TAN EFECTIVO PUEDE SER ESTO SERÍA BUENO ESTAR EN VIVO,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=UgzcvWoZKOStXFdZvnB4AaABAg,2025-05-23 02:51:05,Ok QUE TAN EFECTIVO PUEDE SER ESTO SERÍA BUENO ESTAR EN VIVO,1,,youtube,ok que tan efectivo puede ser esto ser bueno estar en vivo
817,Ok DE ESTA FORMA,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=UgwwpYpxRjWEvx_-0aJ4AaABAg,2025-05-23 02:49:34,Ok DE ESTA FORMA,1,,youtube,ok de esta forma
818,Yo SOLO TE QUIERO OFRESER EL ZASON LATINO PERO SI NO PUEDO NO PASA NADA 😂,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=UgygPez0jHMT_QgN8YF4AaABAg,2025-05-23 02:47:06,Yo SOLO TE QUIERO OFRESER EL ZASON LATINO PERO SI NO PUEDO NO PASA NADA 😂,1,,youtube,yo solo te quiero ofreser el zason latino pero si puedo pasa nada
819,DONDE FIRMO 🎉,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=Ugx5DbK1EVaOWIaoZAt4AaABAg,2025-05-23 02:46:18,DONDE FIRMO 🎉,1,,youtube,donde firmo
820,OK TRANKILO PÓNGALO ASÍ USTED TUBO UN SUEÑO PROFUNDO Y LO REALIZO COMO USTED ENTENDIÓ NO PROBLEMA YO ME GOZARÉ LOS PARQUES 😂,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=Ugz7n6nutBLg1p-CGOt4AaABAg,2025-05-23 02:45:56,OK TRANKILO PÓNGALO ASÍ USTED TUBO UN SUEÑO PROFUNDO Y LO REALIZO COMO USTED ENTENDIÓ NO PROBLEMA YO ME GOZARÉ LOS PARQUES 😂,1,,youtube,ok trankilo p ngalo usted tubo un sue profundo lo realizo como usted entendi problema yo gozar los parques
821,NO SE SI SE PUEDA HACER LLAMADA DIRECTA Y HABLAR EN ESPAÑOL PLIS SI NO PUES NO ME QUEDA DE OTRA,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=UgzADtMtx2cFPF3Ttrp4AaABAg,2025-05-23 02:43:48,NO SE SI SE PUEDA HACER LLAMADA DIRECTA Y HABLAR EN ESPAÑOL PLIS SI NO PUES NO ME QUEDA DE OTRA,1,,youtube,se si se pueda hacer llamada directa hablar en espa ol plis si pues queda de otra
822,NADA SU USTED LE SURGE QUE NESESITAS UNA AYUDA TE LA OFRESCO DE OTRAS FORMAS,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=Ugyr0VtddCy-L963-FZ4AaABAg,2025-05-23 02:42:16,NADA SU USTED LE SURGE QUE NESESITAS UNA AYUDA TE LA OFRESCO DE OTRAS FORMAS,1,,youtube,nada su usted le surge que nesesitas una ayuda te la ofresco de otras formas
823,BUENO DE NO PIDER HACER NADA POR LAS CONDICIONES PUEDO ENTEDER NO PROBLEMA YO SOLO QUERÍA AYUDAR EN ALGO PERO ENTIENDO…SI ES ASÍ PUES TODOS LOS AVIONES Y YA NO ME QUEDA DE OTRA YO SOY LEY PERO ES QUE PUENSO EN GRANDE,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=Ugwj45DK-9MLH8J_ywx4AaABAg,2025-05-23 02:41:15,BUENO DE NO PIDER HACER NADA POR LAS CONDICIONES PUEDO ENTEDER NO PROBLEMA YO SOLO QUERÍA AYUDAR EN ALGO PERO ENTIENDO…SI ES ASÍ PUES TODOS LOS AVIONES Y YA NO ME QUEDA DE OTRA YO SOY LEY PERO ES QUE PUENSO EN GRANDE,1,,youtube,bueno de pider hacer nada por la condiciones puedo enteder problema yo solo quer ayudar en algo pero entiendo si e pues todos los aviones ya queda de otra yo soy ley pero e que puenso en grande
824,BUENO FUE UNA VIOLACION A LA INTIMIDAD DE UNA PERSONA QUE TE PUEDO DECIR LA LEY ES CLARA PARA EL CRIMINAL USTED NO ES UNO DE ESOS DESIFRE,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=UgzIgnTuP6VC7CMGy3R4AaABAg,2025-05-23 02:38:45,BUENO FUE UNA VIOLACION A LA INTIMIDAD DE UNA PERSONA QUE TE PUEDO DECIR LA LEY ES CLARA PARA EL CRIMINAL USTED NO ES UNO DE ESOS DESIFRE,1,,youtube,bueno fue una violacion la intimidad de una persona que te puedo decir la ley e clara para el criminal usted e uno de esos desifre
825,LO MÍO DEL SEGURO DE ASIDENTE QUE ESPERE NO HAY PROBLEMA PÓNGALO ASÍ ESCRITO ALLÁ NOS COCENTRAMOS EN OTRAS COSAS CAFÉ MÚSICA INGIENERIA PENSAR,https://www.youtube.com/watch?v=pSFvOUswFwA&lc=UgzCicxZrYyZxxGiDr14AaABAg,2025-05-23 02:37:34,LO MÍO DEL SEGURO DE ASIDENTE QUE ESPERE NO HAY PROBLEMA PÓNGALO ASÍ ESCRITO ALLÁ NOS COCENTRAMOS EN OTRAS COSAS CAFÉ MÚSICA INGIENERIA PENSAR,1,,youtube,lo del seguro de asidente que espere hay problema p ngalo escrito cocentramos en otras cosas caf sica ingieneria pensar
826,That&#39;s the reason I&#39;m returing I&#39;m gonna spend every couple of days and weeks doing the work that I&#39;ve being assigned to,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgwYfym2xz0HHh6U1e14AaABAg.AIQG-5-nWWBAIRHuVwbguO,2025-05-23 02:08:10,That's the reason I'm returing I'm gonna spend every couple of days and weeks doing the work that I've being assigned to,0,UgwYfym2xz0HHh6U1e14AaABAg,youtube,reason returing gonna spend couple week assigned
827,I&#39;ll still be an adviser to the president in the mean time I&#39;ll be meeting with the president of south africa. Do you think I should step aside or something else,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgzP1BCwple5ceJsfjl4AaABAg.AIQy8u9YuBUAIRHntnuLhK,2025-05-23 02:07:16,I'll still be an adviser to the president in the mean time I'll be meeting with the president of south africa. Do you think I should step aside or something else,0,UgzP1BCwple5ceJsfjl4AaABAg,youtube,adviser president meeting president south africa step aside else
828,85% of what they&#39;re saying is not true,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgzP1BCwple5ceJsfjl4AaABAg.AIQy8u9YuBUAIRHe1BbGYh,2025-05-23 02:05:55,85% of what they're saying is not true,0,UgzP1BCwple5ceJsfjl4AaABAg,youtube,saying true
829,​​​@@loristoneking5671I need a legal authorities to legalize dodge the reason why is because I need dodge employees can you work with us,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgzN_qvAfDWHxpq7ozx4AaABAg.AIPInS6Jz7vAIRHWj1yPo2,2025-05-23 02:04:47,​​​@@loristoneking5671I need a legal authorities to legalize dodge the reason why is because I need dodge employees can you work with us,0,UgzN_qvAfDWHxpq7ozx4AaABAg,youtube,legal authority legalize dodge reason dodge employee u
830,I really need to take a break from political spending since my effort working with the Congress is not worth it can we discuss privately,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgzN_qvAfDWHxpq7ozx4AaABAg.AIPInS6Jz7vAIRHTCfPixV,2025-05-23 02:04:18,I really need to take a break from political spending since my effort working with the Congress is not worth it can we discuss privately,0,UgzN_qvAfDWHxpq7ozx4AaABAg,youtube,break political spending since effort working congress worth discus privately
831,Come on Elon do the wisconsin thing again,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugyt6DNehGSJDXqqaDB4AaABAg,2025-05-22 23:07:32,Come on Elon do the wisconsin thing again,1,,youtube,elon wisconsin
832,That’s a lie,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgzP1BCwple5ceJsfjl4AaABAg,2025-05-22 23:06:46,That’s a lie,1,,youtube,lie
833,Thank you Musk but know your not done yet your not one to back down and quick on your feet ! 💫🙏🏼🇺🇸,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgwYfym2xz0HHh6U1e14AaABAg,2025-05-22 16:32:13,Thank you Musk but know your not done yet your not one to back down and quick on your feet ! 💫🙏🏼🇺🇸,3,,youtube,musk done yet quick foot
834,"Someone hurt his little feelings, you can see it in his face and hear it in his response 😏",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgybcRxYBOdE6IDJ24h4AaABAg,2025-05-22 14:03:21,"Someone hurt his little feelings, you can see it in his face and hear it in his response 😏",0,,youtube,someone hurt little feeling face hear response
835,"Apartheid Clyde is lying. As he usual does.  He may be leaving the public view with his political interference , but will still do his dirty work from the shadows. <br>But I honestly doubt ye will step back. He is a narcissist and craves the attention to much. He gets a high from it.",https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=Ugznoc8MUKjV3pvHGjF4AaABAg,2025-05-22 12:20:49,"Apartheid Clyde is lying. As he usual does.  He may be leaving the public view with his political interference , but will still do his dirty work from the shadows. 
But I honestly doubt ye will step back. He is a narcissist and craves the attention to much. He gets a high from it.",2,,youtube,apartheid clyde lying usual doe may leaving public view political interference dirty shadow honestly doubt ye step narcissist craves attention high
836,"At some point, Tesla is going to actually have to sell some cars. The stock price is devoid of reality.",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgwAF2XYGxKE-cd8yZh4AaABAg,2025-05-22 11:39:31,"At some point, Tesla is going to actually have to sell some cars. The stock price is devoid of reality.",0,,youtube,point tesla going actually sell car stock price devoid reality
837,Ridiculous is the right word. This whole Trump clown show is ridiculous. The other word that comes to mind is corrupt.,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=Ugw1Akn9CPf5U2EqSd14AaABAg.AIPLLONRCe3AIPgKLP78N0,2025-05-22 11:11:49,Ridiculous is the right word. This whole Trump clown show is ridiculous. The other word that comes to mind is corrupt.,4,Ugw1Akn9CPf5U2EqSd14AaABAg,youtube,ridiculous word whole trump clown ridiculous word mind corrupt
838,You need to shutdown Irs federal department bereaucy democratic  branches joebedin and kamala harris chuck schumer systems to the capitol Washington dc to the higheof laws of the lands freedom of speech ammendment to we are Americans people&#39;s citizens has authority in controls powers to united states of america,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=Ugz9rz8TfgE2cz-Tl214AaABAg,2025-05-22 10:50:17,You need to shutdown Irs federal department bereaucy democratic  branches joebedin and kamala harris chuck schumer systems to the capitol Washington dc to the higheof laws of the lands freedom of speech ammendment to we are Americans people's citizens has authority in controls powers to united states of america,2,,youtube,shutdown irs federal department bereaucy democratic branch joebedin kamala harris chuck schumer system capitol washington dc higheof law land freedom speech ammendment american citizen authority control power united state america
839,"<a href=""https://www.youtube.com/watch?v=Nq3TSSH8ZKo&amp;t=64"">1:04</a> high 2D4D ratio associated with biological females and male to female trans individuals. Explains a lot. Indicative of high pre natal exposure to estrogen. Male ring finger should be longer than index finger, and vice verse for females.",https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgxQpfP5yFxaAAMcv8p4AaABAg,2025-05-22 10:31:08,"1:04 high 2D4D ratio associated with biological females and male to female trans individuals. Explains a lot. Indicative of high pre natal exposure to estrogen. Male ring finger should be longer than index finger, and vice verse for females.",1,,youtube,high ratio associated biological female male female trans individual explains lot indicative high pre natal exposure estrogen male ring finger longer index finger vice verse female
840,"The patriots will push him back in, thank you. We need DOGE always from here on out. Elon is still working 2 or 3 days a week and his team can take it from here.",https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgzN_qvAfDWHxpq7ozx4AaABAg.AIPInS6Jz7vAIPafhiqgMa,2025-05-22 10:22:26,"The patriots will push him back in, thank you. We need DOGE always from here on out. Elon is still working 2 or 3 days a week and his team can take it from here.",1,UgzN_qvAfDWHxpq7ozx4AaABAg,youtube,patriot push doge elon working week team
841,"I used to be a fan of Elon Musk and even have written some music to dedicate to is space program,  but now The damage is terribly done .",https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgzCvd9Z8sUB-xsRyB54AaABAg,2025-05-22 09:28:56,"I used to be a fan of Elon Musk and even have written some music to dedicate to is space program,  but now The damage is terribly done .",3,,youtube,used fan elon musk written music dedicate space program damage terribly done
842,holy shit he was right,https://www.youtube.com/watch?v=Ra3fv8gl6NE&lc=Ugxu30EgaLNBdDfdJfF4AaABAg,2025-05-22 09:24:01,holy shit he was right,1,,youtube,holy shit wa
843,The incredible waste and fraud is still there. He was elected after all.,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=Ugw1Akn9CPf5U2EqSd14AaABAg.AIPLLONRCe3AIPTG6eij37,2025-05-22 09:08:54,The incredible waste and fraud is still there. He was elected after all.,0,Ugw1Akn9CPf5U2EqSd14AaABAg,youtube,incredible waste fraud wa elected
844,Exactly,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgwAbnqq9FM9_fL70w14AaABAg.AIPCTdg7T5wAIPQlFAPBAR,2025-05-22 08:47:04,Exactly,4,UgwAbnqq9FM9_fL70w14AaABAg,youtube,exactly
845,He shouldn&#39;t be allowed to walk away from DOGE for any length of time until he makes America whole from the enormous harm he&#39;s caused.<br>What personal identifying information belonging to Americans will he absconding with on his way out the door?,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=Ugzn1PUlJulBCtmUBDx4AaABAg,2025-05-22 08:46:38,"He shouldn't be allowed to walk away from DOGE for any length of time until he makes America whole from the enormous harm he's caused.
What personal identifying information belonging to Americans will he absconding with on his way out the door?",2,,youtube,allowed walk away doge length america whole enormous harm caused personal identifying information belonging american absconding door
846,It&#39;s too late.  The damage has already been done.   Most Americans won&#39;t buy any Elon Musk products anymore.   And it seems the world is following the same path.,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgxSD_jgDf_Wyy-kEyx4AaABAg,2025-05-22 08:10:23,It's too late.  The damage has already been done.   Most Americans won't buy any Elon Musk products anymore.   And it seems the world is following the same path.,1,,youtube,late damage already done american elon musk product anymore seems world following path
847,"He only committed to six months,  he does have to run his own business,  thank you Elon for all the work you did to uncover the ridiculous waste and fraud!",https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=Ugw1Akn9CPf5U2EqSd14AaABAg,2025-05-22 07:59:43,"He only committed to six months,  he does have to run his own business,  thank you Elon for all the work you did to uncover the ridiculous waste and fraud!",3,,youtube,committed six month doe business elon uncover ridiculous waste fraud
848,he’s not exiting fast enough.<br>someone push him out.,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgzN_qvAfDWHxpq7ozx4AaABAg,2025-05-22 07:37:28,"he’s not exiting fast enough.
someone push him out.",2,,youtube,exiting fast enough someone push
849,"Goes to show, just because you&#39;re a Billionaire doesn&#39;t mean you know what you&#39;re doing",https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgzkGdQ6IiasBo5w_h94AaABAg,2025-05-22 07:27:17,"Goes to show, just because you're a Billionaire doesn't mean you know what you're doing",2,,youtube,billionaire
850,The damage is already done.,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgxozDzGVSpYCZvQu7p4AaABAg,2025-05-22 06:51:33,The damage is already done.,10,,youtube,damage already done
851,What Musk meant was he’s GOTTEN enough. Enough data to further his goal of owning global communications.,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgwAbnqq9FM9_fL70w14AaABAg,2025-05-22 06:42:12,What Musk meant was he’s GOTTEN enough. Enough data to further his goal of owning global communications.,11,,youtube,musk meant wa gotten enough enough data goal owning global communication
852,He should step back from a lot of things. Tesla&#39;s are terrible vehicles.,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=Ugw1ZjYFAnDKCFyRBX54AaABAg,2025-05-22 06:35:55,He should step back from a lot of things. Tesla's are terrible vehicles.,8,,youtube,step lot tesla terrible vehicle
853,"Musk has only created Hell for people in the US and hurt his own businesses. Nice work, Musk, you are a disgrace to humankind. History will not treat you well.",https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgyTD8vEnbF_IhrCyI14AaABAg,2025-05-22 06:34:14,"Musk has only created Hell for people in the US and hurt his own businesses. Nice work, Musk, you are a disgrace to humankind. History will not treat you well.",1,,youtube,musk created hell u hurt business nice musk disgrace humankind history treat
854,It&#39;s about time he steps off and gets out of government.  Nobody elected him in the first place.,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgwImWNNe0aTRW7blIF4AaABAg,2025-05-22 06:30:36,It's about time he steps off and gets out of government.  Nobody elected him in the first place.,8,,youtube,step government nobody elected first place
855,Does is birth place and his horrible stories making him imbarressed? Today 22/ 05/2005????,https://www.youtube.com/watch?v=Nq3TSSH8ZKo&lc=UgyaCV0FIH39VYAq2Th4AaABAg,2025-05-22 06:26:19,Does is birth place and his horrible stories making him imbarressed? Today 22/ 05/2005????,1,,youtube,doe birth place horrible story making imbarressed today
856,YES. YES YES MR ELON MUSK,https://www.youtube.com/watch?v=oBEoqiZRIvg&lc=Ugy2LJty6k35Y326UrB4AaABAg,2025-05-22 02:06:14,YES. YES YES MR ELON MUSK,0,,youtube,yes yes yes mr elon musk
857,Greatest God bless great Elone sir and family!,https://www.youtube.com/watch?v=smK9dgdTl40&lc=UgyGuYxm2SBOq8VHz0x4AaABAg,2025-05-21 17:13:46,Greatest God bless great Elone sir and family!,0,,youtube,greatest god bless great elone sir family
858,😂😂😂,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgzQn95IgV5pAXq6-Y14AaABAg.AILwSNwS25hAIMQ7Q5yNGp,2025-05-21 04:43:46,😂😂😂,2,UgzQn95IgV5pAXq6-Y14AaABAg,youtube,
859,Boy bye 🤣 🤣 🤣,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgzbaW3hvvyHrs8FLlp4AaABAg,2025-05-21 04:43:24,Boy bye 🤣 🤣 🤣,0,,youtube,boy bye
860,"Well it simple let him ask Trump to give back the $380 hundred millions,and for give measures ask the people who he paid a million each for their votes not to change the check and just return it to him .Politics is a really dog eat dog world .",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugx2eZDw_XUUrpWURJp4AaABAg.AILszEWmzsqAIMOBcVvnNH,2025-05-21 04:26:52,"Well it simple let him ask Trump to give back the $380 hundred millions,and for give measures ask the people who he paid a million each for their votes not to change the check and just return it to him .Politics is a really dog eat dog world .",0,Ugx2eZDw_XUUrpWURJp4AaABAg,youtube,simple ask trump hundred million measure ask paid million vote check return politics dog eat dog world
861,"@@minnermin not justifying, just pointing out your hypocrisy. Its ok when you do it, but not when they do the same thing. Cry harder cry baby.",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugy4GDbGmGXmHE2eIO54AaABAg.AILtZBj_m3yAIMMWFl9wKG,2025-05-21 04:12:13,"@@minnermin not justifying, just pointing out your hypocrisy. Its ok when you do it, but not when they do the same thing. Cry harder cry baby.",0,Ugy4GDbGmGXmHE2eIO54AaABAg,youtube,justifying pointing hypocrisy ok cry harder cry baby
862,Said the broke commenter on YouTube,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugxwd6Oe3d5FqQ6yykZ4AaABAg.AILwZyuMgfsAIM9cbHiAdp,2025-05-21 02:19:37,Said the broke commenter on YouTube,0,Ugxwd6Oe3d5FqQ6yykZ4AaABAg,youtube,said broke commenter youtube
863,You couldn&#39;t have left a lower IQ comment if you tried they are nowhere near bankruptcy lmfao,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugx2eZDw_XUUrpWURJp4AaABAg.AILszEWmzsqAIM9_oXp-bX,2025-05-21 02:19:14,You couldn't have left a lower IQ comment if you tried they are nowhere near bankruptcy lmfao,0,Ugx2eZDw_XUUrpWURJp4AaABAg,youtube,left lower iq comment tried nowhere near bankruptcy lmfao
864,Maybe Bloomberg should get a non-racist interviewer next time,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgxcOygTBisJG3N2nVp4AaABAg,2025-05-21 02:18:45,Maybe Bloomberg should get a non-racist interviewer next time,0,,youtube,maybe bloomberg non racist interviewer next
865,Deport this 🤡 back to Africa,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgxyinW-0ZftHZZ4dZh4AaABAg,2025-05-21 02:05:16,Deport this 🤡 back to Africa,1,,youtube,deport africa
866,"..but wait, he didn&#39;t finish demolishing democracy!",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugzk_Zn_PnTHowIrcnx4AaABAg,2025-05-21 01:13:03,"..but wait, he didn't finish demolishing democracy!",0,,youtube,wait finish demolishing democracy
867,"He will continue feeding his reich wing ,under a different guise. But you will smell the musk of this rat.😊",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugw0r6Fa3qOGIkXL0wp4AaABAg,2025-05-21 00:59:17,"He will continue feeding his reich wing ,under a different guise. But you will smell the musk of this rat.😊",2,,youtube,continue feeding reich wing different guise smell musk rat
868,He already got everything he wanted! Why spend anymore? Stupid questions,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgwQ8UxvSq_IQylcWnR4AaABAg,2025-05-21 00:52:57,He already got everything he wanted! Why spend anymore? Stupid questions,4,,youtube,already got wanted spend anymore stupid question
869,You’ve won 🍿,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugwhul3-8X2Fn3bxPyR4AaABAg,2025-05-21 00:51:22,You’ve won 🍿,0,,youtube,
870,I don&#39;t think he realized how bad that sounded as it was coming out of his mouth 😂,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugy8LjaLuFYf0TKykTh4AaABAg.AILvIBNfVTDAIM-434lwSv,2025-05-21 00:47:23,I don't think he realized how bad that sounded as it was coming out of his mouth 😂,2,Ugy8LjaLuFYf0TKykTh4AaABAg,youtube,realized bad sounded wa coming mouth
871,MUSK is a bully and an Oligarch not a patriot <br>Buying a Tesla is like buying a Mercedes during WWll,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgxclnYmg40miKEIxsZ4AaABAg,2025-05-21 00:33:07,"MUSK is a bully and an Oligarch not a patriot 
Buying a Tesla is like buying a Mercedes during WWll",0,,youtube,musk bully oligarch patriot buying tesla buying mercedes wwll
872,"Sure, he already got what he wanted:<br>- 2024 Election -<br>&gt; TRUMP <b><i>49.9%</i></b><br>&gt; Harris   <b><i>48.4%</i></b>",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgxhUTjjMA88nJOBbOB4AaABAg,2025-05-21 00:23:20,"Sure, he already got what he wanted:
- 2024 Election -
> TRUMP *_49.9%_*
> Harris   *_48.4%_*",1,,youtube,sure already got wanted election trump harris
873,This dipsh1t us always on a giant screen like he&#39;s some orwellian big brother talking head who cant get near the plebes,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgydgTV7Vsvk6XpviIF4AaABAg,2025-05-21 00:21:05,This dipsh1t us always on a giant screen like he's some orwellian big brother talking head who cant get near the plebes,0,,youtube,dipsh u giant screen orwellian brother talking head near plebe
874,"I really don&#39;t think we know the extent of what he gained from his spending in 2024. No matter how wealthy someone is, spending nearly $300m is not done for nothing in return.",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugx_rmvmXdXXsxnqtad4AaABAg,2025-05-21 00:20:45,"I really don't think we know the extent of what he gained from his spending in 2024. No matter how wealthy someone is, spending nearly $300m is not done for nothing in return.",5,,youtube,extent gained spending matter wealthy someone spending nearly done return
875,He sure as hell is!!! These America-hating traitors are seething with all the MAGA winning!,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgzQn95IgV5pAXq6-Y14AaABAg.AILwSNwS25hAILwwxkqP88,2025-05-21 00:20:04,He sure as hell is!!! These America-hating traitors are seething with all the MAGA winning!,0,UgzQn95IgV5pAXq6-Y14AaABAg,youtube,sure hell america hating traitor seething maga winning
876,Who is this little man?.,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugxwd6Oe3d5FqQ6yykZ4AaABAg,2025-05-21 00:16:47,Who is this little man?.,3,,youtube,little
877,So paying your way to get into the white house with trump isnt paying off huh? I LOVE THAT FOR YOU ELON,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgxMkBP_CBaI8fW9_up4AaABAg,2025-05-21 00:16:11,So paying your way to get into the white house with trump isnt paying off huh? I LOVE THAT FOR YOU ELON,6,,youtube,paying white house trump isnt paying huh elon
878,This man is a patriot. 🇺🇸,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgzQn95IgV5pAXq6-Y14AaABAg,2025-05-21 00:15:45,This man is a patriot. 🇺🇸,1,,youtube,patriot
879,"What he meant to say, “I already got all the data I needed and that’s what I paid for through my ‘political’ contributions.”",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgxLptGowecJs5DDxeB4AaABAg,2025-05-21 00:13:51,"What he meant to say, “I already got all the data I needed and that’s what I paid for through my ‘political’ contributions.”",13,,youtube,meant already got data needed paid political contribution
880,Moronic attempt at justification,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugy4GDbGmGXmHE2eIO54AaABAg.AILtZBj_m3yAILvpeQv5gf,2025-05-21 00:10:20,Moronic attempt at justification,4,Ugy4GDbGmGXmHE2eIO54AaABAg,youtube,moronic attempt justification
881,It’s not ok for any of them.,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugy4GDbGmGXmHE2eIO54AaABAg.AILtZBj_m3yAILvl7Ooq19,2025-05-21 00:09:42,It’s not ok for any of them.,4,Ugy4GDbGmGXmHE2eIO54AaABAg,youtube,ok
882,The laughter was telling.,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugy8LjaLuFYf0TKykTh4AaABAg,2025-05-21 00:05:37,The laughter was telling.,11,,youtube,laughter wa telling
883,Cry more,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=Ugx2eZDw_XUUrpWURJp4AaABAg.AILszEWmzsqAILvGLjKusK,2025-05-21 00:05:22,Cry more,0,Ugx2eZDw_XUUrpWURJp4AaABAg,youtube,cry
884,Ok that individual is getting government contracts and tearing into cuts on fundings and Dept agencies so on so he can fulfill his kid dream fly to the moon he&#39;s making millions while most Americans scramble to make payments..,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgyDVv75zVdIrtlAM754AaABAg,2025-05-21 00:04:33,Ok that individual is getting government contracts and tearing into cuts on fundings and Dept agencies so on so he can fulfill his kid dream fly to the moon he's making millions while most Americans scramble to make payments..,0,,youtube,ok individual getting government contract tearing funding dept agency fulfill kid dream fly moon making million american scramble payment
885,For the fools who think that Elon had anything to do with the election.,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgyRC35vwH4jyM6Z0u94AaABAg,2025-05-21 00:03:43,For the fools who think that Elon had anything to do with the election.,0,,youtube,fool elon anything election
886,Why the hell would he do that?  All the other elites will continue their spending.  Why pick on Elon and not all the other big business oligarchs?  Pure propaganda BS from the mainstream media.  No one trusts you anymore.,https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgzFODKAR9MZec6iwgN4AaABAg,2025-05-21 00:02:46,Why the hell would he do that?  All the other elites will continue their spending.  Why pick on Elon and not all the other big business oligarchs?  Pure propaganda BS from the mainstream media.  No one trusts you anymore.,0,,youtube,hell elite continue spending pick elon business oligarch pure propaganda b mainstream medium trust anymore
887,"Good, Democrats are just evil, and Republicans are weak spineless cowards...",https://www.youtube.com/watch?v=0yzXOd8Cs0U&lc=UgypFz5BHr0dYNH6KLl4AaABAg,2025-05-21 00:01:10,"Good, Democrats are just evil, and Republicans are weak spineless cowards...",0,,youtube,democrat evil republican weak spineless coward
